6667,120013967.99087524,47.91108981945482,0.2083090861715427,0.2083090861715427,0.0,25,0,5750,0,230.0,230.0,230.0,0.0,0.0,0.0,0.0,0.0,230,230,230.0,0.0,0.0,200,0,8,25,5000581.9996198015,5018491.983413696,4915205.955505371,38059.89745347848,120013967.99087524,5018491.983413696,4915205.955505371,5000581.9996198015,38059.89745347848,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,230.0,0,0,102459.90753173828,101383.20922851562,101917.62447357178,525.0660680077583,5017631.053924561,100353.24096679688,1085076.904296875,1966277.24523432,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0,25,0,5750,0
6667,114996280.9085846,48.00155236662029,0.2087024015940012,0.2087024015940012,0.0,24,0,5520,0,230.0,230.0,230.0,0.0,0.0,0.0,0.0,0.0,230,230,230.0,0.0,0.0,192,0,8,24,4999838.300373243,5017703.056335449,4915184.97467041,38820.39672050104,114996280.9085846,5017703.056335449,4915184.97467041,4999838.300373243,38820.39672050104,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,230.0,0,0,102432.0125579834,102349.04289245604,102401.7333984375,37.39601303365907,4915233.850479126,102334.97619628906,1064966.2494659424,1925133.8008857244,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0,24,0,5520,0
6667,114996257.06672668,46.00149722203978,0.2000065096610425,0.2000065096610425,0.0,23,0,5290,0,230.0,230.0,230.0,0.0,0.0,0.0,0.0,0.0,230,230,230.0,0.0,0.0,184,0,8,23,5227102.593942122,9932878.017425535,4915207.147598267,1027481.2627098602,114996257.06672668,9932878.017425535,4915207.147598267,5227102.593942122,1027481.2627098602,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,230.0,0,0,5017640.113830566,102397.91870117188,1740822.950998942,2317059.636585638,5017627.954483032,102337.83721923828,2048021.5549468996,2383097.7911042105,0.0,0.0,0.0,0.0,0.0,0.0,230.0,0.0,0,23,0,5290,0
14,110081651.92604063,6.976639490439221,0.1090099920381128,0.1090099920381128,0.0,12,0,768,0,64.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,64,64,64.0,0.0,0.0,96,0,8,12,10007422.902367331,10035944.938659668,9932420.9690094,45708.14551867936,110081651.92604063,10035944.938659668,9932420.9690094,10007422.902367331,45708.14551867936,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,64.0,0,0,102822.06535339355,102274.89471435548,102523.0089823405,226.26717313106124,10035308.837890623,102209.09118652344,2585878.4914016724,4300930.628077125,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0,12,0,768,0
49681,83688.02070617676,6297.19756248344,95.59313187830652,59.74570742394156,35.84742445436494,5,3,365,162,100.0,60.0,73.0,16.61324772583615,54.0,54.0,54.0,0.0,100,54,65.875,16.034630491533004,257.109375,100,60,20,5,11955.431529453825,72993.99375915527,13.828277587890623,25049.017453836947,83688.02070617676,72993.99375915527,148.0579376220703,20922.00517654419,30176.399135162592,100.13580322265624,77.00920104980469,23.12660217285156,50.067901611328125,26.94129943847656,0,0,0,0,1,0,0,0,0,0,0,0.6,65.875,180,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,5.0,0.0,0.0,1135.1684410548896,0.0,73.0,54.0,0,5,3,365,162
49685,187090.1584625244,2207.491849886519,32.07009951408986,21.380066342726572,10.690033171363288,4,2,305,108,100.0,60.0,76.25,17.09349291397168,54.0,54.0,54.0,0.0,100,54,68.83333333333333,17.45868138077889,304.80555555555554,80,40,20,4,37418.03169250488,185322.04627990723,0.0,73954.13685825688,187090.1584625244,185359.9548339844,0.0,62363.386154174805,86974.57609901256,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,68.83333333333333,116,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,4.0,0.0,0.0,475.7064761256663,0.0,76.25,54.0,0,4,2,305,108
1900,90010220.05081177,9.821106975418704,0.0444393980788176,0.0444393980788176,0.0,4,0,884,0,221.0,221.0,221.0,0.0,0.0,0.0,0.0,0.0,221,221,221.0,0.0,0.0,32,0,8,4,30003406.683603924,30004052.16217041,30002712.9650116,547.7880262858228,90010220.05081177,30004052.16217041,30002712.9650116,30003406.683603924,547.7880262858228,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,221.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,0.0,0,4,0,884,0
443,15014512.062072754,22.844565216769944,0.3330111547634102,0.1332044619053641,0.1998066928580461,2,3,138,205,83.0,55.0,69.0,14.0,79.0,60.0,68.33333333333333,7.93025150224688,83,55,68.6,10.781465577554844,116.24,40,60,20,2,3753628.015518189,14920549.869537354,161.17095947265625,6447253.735867645,0.0,0.0,0.0,0.0,0.0,14969649.076461792,14920549.869537354,49099.20692443848,7484824.538230896,7435725.3313064575,0,0,0,0,1,0,0,0,0,0,0,1.5,68.6,512,69,0.0,0.0,0.0,0.0,14875686.883926392,44862.98561096192,4989775.578180949,6990395.105114453,0.0,0.0,0.0,0.0,0.0,0.0,69.0,68.33333333333333,0,2,3,138,205
443,17261041.87965393,161727.43334169866,167.66079476414677,60.25128768303824,107.40950708110854,1040,1854,66244,2725340,149.0,54.0,63.69615384615385,25.77655435541899,1494.0,60.0,1469.9784250269688,172.4809185966258,1494,54,964.6109191430546,688.9053072984451,474590.5224239652,20800,37080,20,90,5966.485267768383,8260146.856307983,0.0,166202.58128159968,17261041.87965393,8260146.856307983,4.76837158203125,16613.129816798777,277056.6594568408,17238210.916519165,8279283.046722412,0.0,9302.866117927237,208406.14271161464,0,0,0,0,1,0,0,0,0,0,0,1.7826923076923078,964.6109191430546,4147,160,8260138.988494873,166.89300537109375,230091.89417664436,1036314.3041702918,8260122.776031494,5079.984664916992,226994.60718366835,1029314.514324689,416.1428571428572,4.428571428571429,70640.48648648648,49.86486486486486,426636.2019694113,2483320.680254887,63.69615384615385,1469.9784250269688,0,1040,1854,66244,2725340
56700,0.0,0.0,0.0,0.0,0.0,1,0,78,0,78.0,78.0,78.0,0.0,0.0,0.0,0.0,0.0,78,78,78.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,78.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.0,0,1,0,78,0
